"use_for_analysis","CYR_Keyfield","JDay","Date","DoY","CYR","WYR","Season","Month","Day","Time","Segment","Site","Latitude","Longitude","area_sampled","cat","class","common_name","species","occur","total_count","den","median_count","temp","DO","DO_percent","sal_venice_cat","sal","pH","H2S","water_depth","sed_depth","ave_sav","total_ave_sg","total_ave_ma","prop_sg","prop_ma","ave_tt","ave_hw","ave_sf","ave_rm","SAV_ave_sed_depth","ave_max_canopy_height","bottom_canopy","diet_shrimp","diet_crab","fSeason","fSite","fCYR","Date2","diet_items","fDiet_presence"
"Standard","C-2013-9-5-17",3140,2013-09-05,248,2013,2014,"WET",9,5,0.574305555555556,"Seg1",17,25.53746,-80.31338,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.6,7.8,114.3,"mesohaline",16.87,7.88,NA,91,44,84,37,31.13,0.44047619047619,0.370595238095238,32,5,0,0,53,17.9,804,0,0,"WET","17","2013",2013-09-05,0,"no food"
"Standard","C-2013-9-5-18",3140,2013-09-05,248,2013,2014,"WET",9,5,0.547222222222222,"Seg2",18,25.53181,-80.32884,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,29.5,5.88,79.2,"oligohaline",4.63,7.73,NA,76,7,76.5,24,46.7,0.313725490196078,0.610457516339869,0,16.5,0,7.5,8.5,19.7,911,0,0,"WET","18","2013",2013-09-05,0,"no food"
"Standard","C-2013-9-5-19",3140,2013-09-05,248,2013,2014,"WET",9,5,0.528472222222222,"Seg2",19,25.52556,-80.33116,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29,5.13,69.3,"mesohaline",6.25,7.76,NA,76,24,47.5,24.6,10.71,0.517894736842105,0.225473684210526,0,17.5,0,7.1,19,18.3,1232,0,0,"WET","19","2013",2013-09-05,0,"no food"
"Standard","C-2013-9-5-20",3140,2013-09-05,248,2013,2014,"WET",9,5,0.505555555555556,"Seg2",20,25.51823,-80.33098,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,29.2,5.97,79,"oligohaline",2.68,7.85,NA,94,36,78,20,47.2,0.256410256410256,0.605128205128205,0,20,0,0,40,15,962,0,0,"WET","20","2013",2013-09-05,0,"no food"
"Standard","C-2013-9-5-21",3140,2013-09-05,248,2013,2014,"WET",9,5,0.489583333333333,"Seg2",21,25.5165,-80.33378,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,2,0.666666666666667,0,29.1,7.17,95.3,"oligohaline",3.71,7.86,NA,93,28,86.5,25.1,59,0.290173410404624,0.682080924855491,0,13,0,12.1,23.5,25,1140,0,0,"WET","21","2013",2013-09-05,0,"no food"
"Standard","C-2013-9-5-22",3140,2013-09-05,248,2013,2014,"WET",9,5,0.476388888888889,"Seg2",22,25.51568,-80.33408,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.9,5.91,78.1,"oligohaline",3.87,7.82,NA,93,67,65.5,38.5,10.7,0.587786259541985,0.163358778625954,0,24.5,0,14,47,30.5,1450,0,0,"WET","22","2013",2013-09-05,0,"no food"
"Standard","C-2013-9-5-23",3140,2013-09-05,248,2013,2014,"WET",9,5,0.4625,"Seg2",23,25.51439,-80.33479,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.7,5.97,78.7,"oligohaline",3.94,7.78,NA,92,33,46.5,27.5,7.2,0.591397849462366,0.154838709677419,0,25,0,2.5,32,18.1,950,0,0,"WET","23","2013",2013-09-05,0,"no food"
"Standard","C-2013-9-5-24",3140,2013-09-05,248,2013,2014,"WET",9,5,0.447916666666667,"Seg2",24,25.51207,-80.33522,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.6,5.82,77.2,"oligohaline",4.88,7.79,NA,93,47,48,35.5,2.8,0.739583333333333,0.0583333333333333,0,35.5,0,0,42.5,15.3,820,0,1,"WET","24","2013",2013-09-05,1,"food"
"Standard","C-2013-9-5-25",3140,2013-09-05,248,2013,2014,"WET",9,5,0.43125,"Seg2",25,25.5096,-80.33577,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.3,5.02,66.9,"mesohaline",6.99,7.79,NA,91,46,59,26.5,20.3,0.449152542372881,0.34406779661017,0,26.5,0,0,30.5,16.4,515,0,0,"WET","25","2013",2013-09-05,0,"no food"
"Standard","C-2013-9-5-26",3140,2013-09-05,248,2013,2014,"WET",9,5,0.416666666666667,"Seg2",26,25.50563,-80.33363,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.4,5.93,79.7,"mesohaline",7.87,7.88,NA,69,66,56.5,39,11.7,0.690265486725664,0.207079646017699,0,39,0,0,38.5,14.7,824,0,1,"WET","26","2013",2013-09-05,1,"food"
"Standard","C-2013-9-5-28",3140,2013-09-05,248,2013,2014,"WET",9,5,0.395833333333333,"Seg2",28,25.50508,-80.33656,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,28.5,5.79,79.6,"mesohaline",11.94,7.8,NA,83,77,29.5,21.7,0.93,0.735593220338983,0.0315254237288136,0,21.2,0,0.5,37.5,15.5,360,0,0,"WET","28","2013",2013-09-05,0,"no food"
"Standard","C-2013-9-5-29",3140,2013-09-05,248,2013,2014,"WET",9,5,0.376388888888889,"Seg2",29,25.5046,-80.33756,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.1,4.72,64.8,"mesohaline",12.57,7.72,NA,83,27,29.5,24.51,0.73,0.830847457627119,0.0247457627118644,2.51,21.5,0,0.5,29.5,14.8,820,0,0,"WET","29","2013",2013-09-05,0,"no food"
"Standard","C-2013-9-6-10",3141,2013-09-06,249,2013,2014,"WET",9,6,0.510416666666667,"Seg1",10,25.56949,-80.30263,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30,4.89,73.1,"polyhaline",22.1,7.92,NA,90,15,43,15,14.2,0.348837209302326,0.330232558139535,12,3,0,0,23.5,21,363,0,0,"WET","10","2013",2013-09-06,0,"no food"
"Standard","C-2013-9-6-11",3141,2013-09-06,249,2013,2014,"WET",9,6,0.489583333333333,"Seg1",11,25.56843,-80.30341,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30,5.69,84.8,"polyhaline",21.86,8.03,NA,85,51,56,43.6,3.6,0.778571428571429,0.0642857142857143,23.5,20.1,0,0,28.5,23,554,0,0,"WET","11","2013",2013-09-06,0,"no food"
"Standard","C-2013-9-6-12",3141,2013-09-06,249,2013,2014,"WET",9,6,0.454166666666667,"Seg1",12,25.5616,-80.30761,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29.1,3.95,57.9,"polyhaline",21.52,7.65,NA,100,34,56,24.2,21.2,0.432142857142857,0.378571428571429,8.7,15.5,0,0,31,29,760,0,0,"WET","12","2013",2013-09-06,0,"no food"
"Standard","C-2013-9-6-13",3141,2013-09-06,249,2013,2014,"WET",9,6,0.438194444444444,"Seg1",13,25.55797,-80.30758,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29,3.47,50.6,"polyhaline",21.4,7.74,NA,87,34,78,57.5,12.2,0.737179487179487,0.156410256410256,39,18.5,0,0,23,25.5,936,0,0,"WET","13","2013",2013-09-06,0,"no food"
"Standard","C-2013-9-6-14",3141,2013-09-06,249,2013,2014,"WET",9,6,0.40625,"Seg1",14,25.55182,-80.3101,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.8,3.48,50.4,"polyhaline",21.09,7.67,NA,93,31,79,41.3,26.3,0.522784810126582,0.332911392405063,31.5,9.8,0,0,20.5,25.5,614,1,0,"WET","14","2013",2013-09-06,1,"food"
"Standard","C-2013-9-6-7",3141,2013-09-06,249,2013,2014,"WET",9,6,0.579861111111111,"Seg1",7,25.59453,-80.30785,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,31.3,9.64,147.9,"polyhaline",22.96,8.03,NA,63,27,59,23.7,27.1,0.401694915254237,0.459322033898305,6.5,17.2,0,0,31.5,23,1119,2,0,"WET","7","2013",2013-09-06,2,"food"
"Standard","C-2013-9-6-8",3141,2013-09-06,249,2013,2014,"WET",9,6,0.541666666666667,"Seg1",8,25.57979,-80.30505,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,31,7.01,107.1,"polyhaline",22.72,8.01,NA,56,0,76.5,11.8,52.9,0.154248366013072,0.691503267973856,0.5,11.3,0,0,6.5,13.5,1466,0,0,"WET","8","2013",2013-09-06,0,"no food"
"Standard","C-2013-9-6-9",3141,2013-09-06,249,2013,2014,"WET",9,6,0.526388888888889,"Seg1",9,25.57417,-80.30343,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.6,6.13,91.2,"polyhaline",22.26,8.01,NA,65,17,42,17,11.8,0.404761904761905,0.280952380952381,17,0,0,0,22.5,15.5,1402,0,0,"WET","9","2013",2013-09-06,0,"no food"
"Standard","C-2013-9-8-1",3143,2013-09-08,251,2013,2014,"WET",9,8,0.522916666666667,"Seg1",1,25.62928,-80.28864,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,2,0.666666666666667,0,29.8,5.81,88.1,"polyhaline",25.25,7.9,NA,110,89,51,40,0,0.784313725490196,0,0,40,0,0,79,29,891.3,0,0,"WET","1","2013",2013-09-08,0,"no food"
"Standard","C-2013-9-8-2",3143,2013-09-08,251,2013,2014,"WET",9,8,0.502777777777778,"Seg1",2,25.62391,-80.2992,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29.5,4.28,64.5,"polyhaline",24.79,7.96,NA,115,68,59,44.1,0.1,0.747457627118644,0.00169491525423729,3.6,40.5,0,0,43,25.5,1750.8,0,0,"WET","2","2013",2013-09-08,0,"no food"
"Standard","C-2013-9-8-3",3143,2013-09-08,251,2013,2014,"WET",9,8,0.482638888888889,"Seg1",3,25.61753,-80.30151,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.1,4.42,67.4,"polyhaline",25.65,7.99,NA,104,65,86.5,51.8,17,0.598843930635838,0.196531791907514,26.7,25.1,0,0,59.5,4,1232.8,0,0,"WET","3","2013",2013-09-08,0,"no food"
"Standard","C-2013-9-8-4",3143,2013-09-08,251,2013,2014,"WET",9,8,0.468055555555556,"Seg1",4,25.61584,-80.3028,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29.7,3.18,48.1,"polyhaline",25.57,7.91,NA,78,0,66,55,5.2,0.833333333333333,0.0787878787878788,0,55,0,0,6.25,18,1808.4,0,0,"WET","4","2013",2013-09-08,0,"no food"
"Standard","C-2013-9-8-5",3143,2013-09-08,251,2013,2014,"WET",9,8,0.450694444444444,"Seg1",5,25.61386,-80.30614,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29.6,3.91,58.8,"polyhaline",24.56,7.88,NA,85,39,80.5,34.2,2,0.424844720496894,0.0248447204968944,0,34.2,0,0,23,14,1245.1,0,0,"WET","5","2013",2013-09-08,0,"no food"
"Standard","C-2013-9-8-6",3143,2013-09-08,251,2013,2014,"WET",9,8,0.4,"Seg1",6,25.60906,-80.30733,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,28,2.4,34.9,"polyhaline",22,7.7,NA,60,67,100,15.3,22.5,0.153,0.225,0,15.3,0,0,53.5,13.5,31.9,0,0,"WET","6","2013",2013-09-08,0,"no food"
"Standard","C-2014-3-14-40",3330,2014-03-14,73,2014,2014,"DRY",3,14,0.514583333333333,"Seg2",40,25.45866,-80.33717,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,22.1,7.66,103.1,"polyhaline",27.77,8.75,NA,NA,NA,88.5,23,39.9,0.259887005649718,0.450847457627119,23,0,0,0,17.5,10,NA,0,0,"DRY","40","2014",2014-03-14,0,"no food"
"Standard","C-2014-3-14-41",3330,2014-03-14,73,2014,2014,"DRY",3,14,0.497222222222222,"Seg2",41,25.45533,-80.33618,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,21.5,7.62,101.7,"polyhaline",28.05,8.72,NA,NA,NA,81.5,17.1,41.3,0.209815950920245,0.506748466257669,17,0.1,0,0,24,11,NA,2,0,"DRY","41","2014",2014-03-14,2,"food"
"Standard","C-2014-3-14-42",3330,2014-03-14,73,2014,2014,"DRY",3,14,0.477777777777778,"Seg2",42,25.45021,-80.33076,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,21.8,7.49,99.7,"polyhaline",26.9,8.73,NA,NA,NA,38,4.3,29,0.113157894736842,0.763157894736842,4.3,0,0,0,20,7,NA,0,0,"DRY","42","2014",2014-03-14,0,"no food"
"Standard","C-2014-3-14-43",3330,2014-03-14,73,2014,2014,"DRY",3,14,0.454861111111111,"Seg2",43,25.4447,-80.33113,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,20.8,7.13,94.1,"polyhaline",28.6,8.66,NA,NA,NA,54.5,10.6,36.7,0.194495412844037,0.673394495412844,8.1,2.5,0,0,13,8.5,NA,3,0,"DRY","43","2014",2014-03-14,3,"food"
"Standard","C-2014-3-14-44",3330,2014-03-14,73,2014,2014,"DRY",3,14,0.425,"Seg2",44,25.44304,-80.33056,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,21.4,6.69,88.8,"polyhaline",27.49,8.6,NA,NA,NA,65,21.1,37,0.324615384615385,0.569230769230769,13.5,7.6,0,0,38,14,NA,1,0,"DRY","44","2014",2014-03-14,1,"food"
"Standard","C-2014-3-14-45",3330,2014-03-14,73,2014,2014,"DRY",3,14,0.405555555555556,"Seg2",45,25.43766,-80.32431,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,19.9,6.78,89.1,"euhaline",30.64,8.47,NA,NA,NA,91.5,13.5,67.8,0.147540983606557,0.740983606557377,13.5,0,0,0,6.66666666666667,9.5,NA,0,0,"DRY","45","2014",2014-03-14,0,"no food"
"Standard","C-2014-3-14-46",3330,2014-03-14,73,2014,2014,"DRY",3,14,0.389583333333333,"Seg2",46,25.43741,-80.32178,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,20.5,6.57,87,"euhaline",30.08,8.29,NA,NA,NA,58,17.5,31.2,0.301724137931034,0.537931034482759,8,9.5,0,0,5,7.5,NA,0,0,"DRY","46","2014",2014-03-14,0,"no food"
"Standard","C-2014-3-14-47",3330,2014-03-14,73,2014,2014,"DRY",3,14,0.364583333333333,"Seg2",47,25.43715,-80.31919,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,20.9,5.7,75.5,"polyhaline",28.55,8.01,NA,NA,NA,89.5,35,36.1,0.391061452513966,0.403351955307263,34,1,0,0,9,11.5,NA,0,0,"DRY","47","2014",2014-03-14,0,"no food"
"Standard","C-2014-3-15-27",3331,2014-03-15,74,2014,2014,"DRY",3,15,0.645138888888889,"Seg2",27,25.50378,-80.33263,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,7,2.33333333333333,2,24.6,7.42,101.3,"polyhaline",21.57,8.9,NA,46,63,93,22.6,37,0.243010752688172,0.397849462365591,19.5,3.1,0,0,18.5,13.5,NA,0,0,"DRY","27","2014",2014-03-15,0,"no food"
"Standard","C-2014-3-15-28",3331,2014-03-15,74,2014,2014,"DRY",3,15,0.627083333333333,"Seg2",28,25.50511,-80.33662,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,24.8,9.88,134,"polyhaline",21.56,8.95,NA,70,65,29.5,22.5,0.7,0.76271186440678,0.023728813559322,0,22.5,0,0,21.5,10.5,NA,2,2,"DRY","28","2014",2014-03-15,4,"food"
"Standard","C-2014-3-15-29",3331,2014-03-15,74,2014,2014,"DRY",3,15,0.613194444444444,"Seg2",29,25.50449,-80.33788,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,2,0.666666666666667,0,24.6,9.22,126,"polyhaline",22.16,8.87,NA,59,42,81.5,39.8,1,0.488343558282209,0.0122699386503067,0.6,39.2,0,0,32.5,10.5,NA,0,0,"DRY","29","2014",2014-03-15,0,"no food"
"Standard","C-2014-3-15-30",3331,2014-03-15,74,2014,2014,"DRY",3,15,0.590277777777778,"Seg2",30,25.49727,-80.33932,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,23.6,7.77,105.2,"polyhaline",23.37,8.81,NA,45,63,71,26,20,0.366197183098592,0.28169014084507,16.5,9.5,0,0,22,15,NA,0,0,"DRY","30","2014",2014-03-15,0,"no food"
"Standard","C-2014-3-15-31",3331,2014-03-15,74,2014,2014,"DRY",3,15,0.566666666666667,"Seg2",31,25.49326,-80.33881,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,22.7,7.32,97,"polyhaline",21.81,8.8,NA,60,52,71.5,29,17.2,0.405594405594406,0.240559440559441,0,29,0,0,NA,14,NA,1,0,"DRY","31","2014",2014-03-15,1,"food"
"Standard","C-2014-3-15-32",3331,2014-03-15,74,2014,2014,"DRY",3,15,0.55,"Seg2",32,25.49034,-80.34029,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,22.3,7.03,91.3,"polyhaline",20.69,8.81,NA,79,53,42.5,32.5,3.1,0.764705882352941,0.0729411764705882,0,32.5,0,0,26.5,9,NA,0,0,"DRY","32","2014",2014-03-15,0,"no food"
"Standard","C-2014-3-15-33",3331,2014-03-15,74,2014,2014,"DRY",3,15,0.531944444444444,"Seg2",33,25.48664,-80.34003,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,22.4,9.98,127.5,"polyhaline",18.5,8.58,NA,75,14,52,38.6,5.4,0.742307692307692,0.103846153846154,0.1,38.5,0,0,18,14,NA,0,0,"DRY","33","2014",2014-03-15,0,"no food"
"Standard","C-2014-3-15-34",3331,2014-03-15,74,2014,2014,"DRY",3,15,0.5125,"Seg2",34,25.48505,-80.33983,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,21.5,7.15,90.3,"polyhaline",18.21,8.74,NA,75,57,56.5,23.5,16.4,0.415929203539823,0.290265486725664,6,17.5,0,0,35.5,8.5,NA,0,0,"DRY","34","2014",2014-03-15,0,"no food"
"Standard","C-2014-3-15-35",3331,2014-03-15,74,2014,2014,"DRY",3,15,0.495138888888889,"Seg2",35,25.48031,-80.34032,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,22.3,7.49,95.2,"mesohaline",17.48,8.76,NA,79,58,27,15.2,8.2,0.562962962962963,0.303703703703704,0.2,15,0,0,43,12,NA,0,0,"DRY","35","2014",2014-03-15,0,"no food"
"Standard","C-2014-3-15-38",3331,2014-03-15,74,2014,2014,"DRY",3,15,0.415277777777778,"Seg2",38,25.46945,-80.34007,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,21.6,7.05,86.5,"mesohaline",13.21,8.6,NA,86,54,23.5,19,0.4,0.808510638297872,0.0170212765957447,0,19,0,0,60,10.5,NA,2,0,"DRY","38","2014",2014-03-15,2,"food"
"Standard","C-2014-3-15-39",3331,2014-03-15,74,2014,2014,"DRY",3,15,0.396527777777778,"Seg2",39,25.46575,-80.33765,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,22.2,5.05,64.4,"polyhaline",19.09,8.37,NA,81,92,18,8.3,6.1,0.461111111111111,0.338888888888889,0.2,8.1,0,0,28.5,6,774.4,1,0,"DRY","39","2014",2014-03-15,1,"food"
"Standard","C-2014-3-16-17",3332,2014-03-16,75,2014,2014,"DRY",3,16,0.436805555555556,"Seg1",17,25.53753,-80.31329,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,22.9,6.65,89.3,"polyhaline",23.94,8.61,NA,99,24,92.5,56.5,28.1,0.610810810810811,0.303783783783784,54,2.5,0,0,7,24,786.3,0,0,"DRY","17","2014",2014-03-16,0,"no food"
"Standard","C-2014-3-16-18",3332,2014-03-16,75,2014,2014,"DRY",3,16,0.484027777777778,"Seg2",18,25.53169,-80.3289,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,2,0.666666666666667,0,22.9,7.63,101.1,"polyhaline",21.29,8.78,NA,79,1,63,20.5,33.8,0.325396825396825,0.536507936507936,0,20.5,0,0,2.2,28.5,NA,1,0,"DRY","18","2014",2014-03-16,1,"food"
"Standard","C-2014-3-16-19",3332,2014-03-16,75,2014,2014,"DRY",3,16,0.510416666666667,"Seg2",19,25.52548,-80.33122,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,23,9.48,120.8,"mesohaline",15.4,8.81,NA,72,40,80.5,14.5,54.9,0.180124223602484,0.681987577639751,0,14.5,0,0,44.5,31.5,NA,0,0,"DRY","19","2014",2014-03-16,0,"no food"
"Standard","C-2014-3-16-20",3332,2014-03-16,75,2014,2014,"DRY",3,16,0.534722222222222,"Seg2",20,25.51806,-80.33081,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,24.5,9.3,119.9,"mesohaline",12.57,8.81,NA,48,78,49,36,6.4,0.73469387755102,0.130612244897959,0,36,0,0,7,29.5,NA,0,0,"DRY","20","2014",2014-03-16,0,"no food"
"Standard","C-2014-3-16-21",3332,2014-03-16,75,2014,2014,"DRY",3,16,0.552083333333333,"Seg2",21,25.51657,-80.33371,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,24.2,9.26,118.6,"mesohaline",12.68,8.75,NA,64,30,56,23.6,27.5,0.421428571428571,0.491071428571429,0.5,22.5,0,0.6,32.5,29,NA,0,0,"DRY","21","2014",2014-03-16,0,"no food"
"Standard","C-2014-3-16-22",3332,2014-03-16,75,2014,2014,"DRY",3,16,0.564583333333333,"Seg2",22,25.51571,-80.33408,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,24,8.97,115.6,"mesohaline",13.57,8.74,NA,66,30,66.5,35,23.7,0.526315789473684,0.356390977443609,0,32.5,0,2.5,29.5,25,NA,0,0,"DRY","22","2014",2014-03-16,0,"no food"
"Standard","C-2014-3-16-23",3332,2014-03-16,75,2014,2014,"DRY",3,16,0.581944444444444,"Seg2",23,25.51448,-80.33495,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,24.6,12.67,165,"mesohaline",14.42,8.91,NA,50,30,70,38.1,24.3,0.544285714285714,0.347142857142857,0.1,38,0,0,32.5,18.5,NA,0,0,"DRY","23","2014",2014-03-16,0,"no food"
"Standard","C-2014-3-16-24",3332,2014-03-16,75,2014,2014,"DRY",3,16,0.595833333333333,"Seg2",24,25.51195,-80.33509,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,24.4,10.21,134.2,"mesohaline",16.62,8.85,NA,50,45,56,26,22.8,0.464285714285714,0.407142857142857,0,26,0,0,38,15.5,NA,0,0,"DRY","24","2014",2014-03-16,0,"no food"
"Standard","C-2014-3-16-25",3332,2014-03-16,75,2014,2014,"DRY",3,16,0.611805555555556,"Seg2",25,25.5096,-80.33576,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,25.9,14.43,194.8,"mesohaline",17.45,9.08,NA,48,35,64.5,40.5,15.8,0.627906976744186,0.244961240310078,0,40.5,0,0,40,21,NA,0,0,"DRY","25","2014",2014-03-16,0,"no food"
"Standard","C-2014-3-16-26",3332,2014-03-16,75,2014,2014,"DRY",3,16,0.630555555555556,"Seg2",26,25.50563,-80.33363,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,25.3,10.71,146.1,"polyhaline",21.5,9.02,NA,65,50,59,36.5,11.9,0.61864406779661,0.201694915254237,0,36.5,0,0,43.5,17.5,NA,1,0,"DRY","26","2014",2014-03-16,1,"food"
"Standard","C-2014-3-31-10",3347,2014-03-31,90,2014,2014,"DRY",3,31,0.560416666666667,"Seg1",10,25.56947,-80.30251,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,22,6.01,81.7,"polyhaline",29.62,8.53,NA,52,58,45.5,21.1,17.7,0.463736263736264,0.389010989010989,12.1,9,0,0,55.5,17,864.4,0,0,"DRY","10","2014",2014-03-31,0,"no food"
"Standard","C-2014-3-31-11",3347,2014-03-31,90,2014,2014,"DRY",3,31,0.541666666666667,"Seg1",11,25.56857,-80.30329,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,22.6,7.25,99.7,"polyhaline",29.5,8.63,NA,65,67,42,22.6,9.5,0.538095238095238,0.226190476190476,5.6,17,0,0,60,16,803.3,3,0,"DRY","11","2014",2014-03-31,3,"food"
"Standard","C-2014-3-31-12",3347,2014-03-31,90,2014,2014,"DRY",3,31,0.495138888888889,"Seg1",12,25.56171,-80.30768,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,22.5,5.83,81.4,"polyhaline",28.69,8.51,NA,88,34,89,36,25.2,0.404494382022472,0.28314606741573,1.5,34.5,0,0,29.5,25,443.1,1,0,"DRY","12","2014",2014-03-31,1,"food"
"Standard","C-2014-3-31-13",3347,2014-03-31,90,2014,2014,"DRY",3,31,0.470833333333333,"Seg1",13,25.55799,-80.30758,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,22.5,5.48,74.1,"polyhaline",28.31,8.51,NA,74,53,75.5,53.6,10.6,0.709933774834437,0.140397350993377,0.6,53,0,0,59,17.5,613.8,0,1,"DRY","13","2014",2014-03-31,1,"food"
"Standard","C-2014-3-31-14",3347,2014-03-31,90,2014,2014,"DRY",3,31,0.427777777777778,"Seg1",14,25.55181,-80.31013,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,22.3,4.85,65.1,"polyhaline",26.13,8.54,NA,69,87,88,29.6,42.9,0.336363636363636,0.4875,11,18.6,0,0,69.4444444444444,18,452.7,1,1,"DRY","14","2014",2014-03-31,2,"food"
"Standard","C-2014-3-31-15",3347,2014-03-31,90,2014,2014,"DRY",3,31,0.408333333333333,"Seg1",15,25.54482,-80.31216,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,21.9,5.23,69.7,"polyhaline",24.44,8.46,NA,68,34,40.5,4.8,32.1,0.118518518518519,0.792592592592593,4.2,0.6,0,0,86,5.5,560.7,1,0,"DRY","15","2014",2014-03-31,1,"food"
"Standard","C-2014-3-31-16",3347,2014-03-31,90,2014,2014,"DRY",3,31,0.384027777777778,"Seg1",16,25.54065,-80.31273,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,22.4,3.74,49.4,"polyhaline",24.33,8.18,NA,51,93,56.5,29.1,23.5,0.515044247787611,0.415929203539823,8.6,20.5,0,0,81.5,10.5,646,0,0,"DRY","16","2014",2014-03-31,0,"no food"
"Standard","C-2014-3-31-9",3347,2014-03-31,90,2014,2014,"DRY",3,31,0.58125,"Seg1",9,25.57422,-80.30344,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,23.4,8.19,110.7,"polyhaline",29.94,8.62,NA,39,21,62.5,32.5,5.1,0.52,0.0816,14.5,18,0,0,35.5,14,1618.1,0,0,"DRY","9","2014",2014-03-31,0,"no food"
"Standard","C-2014-4-1-2",3348,2014-04-01,91,2014,2014,"DRY",4,1,0.565277777777778,"Seg1",2,25.62399,-80.29913,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,24.4,5.17,72.4,"polyhaline",27.39,8.8,NA,82,44,84.5,60.2,1.5,0.712426035502959,0.0177514792899408,0,60,0,0.2,48,43,NA,2,0,"DRY","2","2014",2014-04-01,2,"food"
